total_of_tweets,no_of_followers,no_of_followees,age_of_account,no_of_favorite,aver_favou_per_day,aver_tweets_per_day,user_name_len,is_post_at_hol,is_post_at_noon,is_post_at_eve,is_post_at_weekend,contain_location,contain_org,contain_tvshow,sentiment_level,contain_video,contain_picture,contain_upper,contain_number,contain_excl,con_user_mentioned,contain_url,contain_hashtag,opt_length,len_of_text,status_retweet
10153,1334,1028,293,1,1.4444444444444444,1.0,13,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,116,0
6920,1707,1881,85,1,0.5,1.0,15,1,0,0,0,1,0,0,2,0,0,1,1,0,1,0,0,0,160,0
1136,147,145,272,0,0.0,1.0,14,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,113,1
407808,50050,26846,3275,0,0.0,1.0,11,1,0,0,0,0,1,0,2,0,0,1,1,0,1,0,0,0,153,1
12714,4147,4729,1897,0,0.0,1.0,12,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,282,1
22897,6773,7205,1526,0,0.0,1.0,14,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,124,1
24083,2696,3899,5037,0,0.0,1.0,12,1,0,0,0,0,0,0,2,0,0,1,1,1,1,1,0,0,232,0
233,99,64,110,0,0.0,1.0,12,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,297,1
14385,4516,4770,3337,0,0.0,1.0,11,1,0,0,0,1,1,0,2,0,0,1,1,0,1,1,0,0,300,1
20416,389,183,4120,0,0.0,1.0,12,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,86,0
8116,133,204,4565,0,0.0,1.0,14,1,0,0,0,1,1,0,2,0,0,1,1,0,0,1,0,0,308,0
87534,20527,20649,1140,0,0.0,1.0,12,1,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,192,1
57854,1966,2144,1368,0,0.0,1.0,14,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,284,1
1886,14,238,318,0,0.0,1.0,12,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,322,1
22795,196,292,3565,0,0.14285714285714285,1.0,15,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,298,1
2575,23,16,200,0,0.4,1.0,11,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,138,0
364,0,0,167,0,0.0,1.0,15,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,121,0
1747,54,125,197,0,0.0,1.0,13,1,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,295,1
3574,49,49,695,0,0.0,1.0,7,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,155,0
1006,93,103,182,0,0.0,1.0,10,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,117,0
1435,24,139,408,0,0.0,1.0,8,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,189,0
144,1364,2397,53,0,0.4,1.0,12,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,286,1
92506,23618,15212,1140,1,0.4166666666666667,1.0,10,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,118,0
6412,124,516,4918,0,0.0,1.0,15,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,58,0
144,1364,2397,53,0,0.4,1.0,12,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,277,1
5198,545,569,198,0,0.0,1.0,11,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,225,0
15393,122,202,1096,0,0.0,1.0,11,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,77,0
11348,1781,1,109,0,0.0,1.0,12,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,102,0
20854,293,235,463,0,0.0,1.0,10,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,127,1
15941,1143,1236,1902,0,0.0,1.0,10,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,196,1
3267,356,644,1360,0,0.0,1.0,11,1,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,293,1
40299,3243,3989,2334,1,1.5,1.0,8,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,366,0
236,7,77,899,0,0.0,1.0,10,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,235,0
8269,77,38,4420,2,2.0,1.0,13,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,63,0
24035,168,258,1426,0,0.0,1.0,15,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,119,1
7672,8246,3147,4053,0,0.0,1.0,10,1,0,0,0,1,1,0,2,0,0,1,1,0,0,1,1,0,310,1
1507,2550,4926,348,0,0.0,1.0,13,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,298,1
231,4,41,11,0,0.0,1.0,10,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,68,1
688789,5147624,539,5051,3,2.0,1.0,8,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,105,1
92506,23618,15212,1140,0,0.4166666666666667,1.0,10,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,154,0
592384,28756,51,3429,0,0.0,1.0,11,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,127,0
3267,356,644,1360,0,0.0,1.0,11,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,293,1
237,0,24,769,0,0.0,1.0,11,1,0,0,0,0,1,0,2,0,0,1,1,0,1,0,0,0,270,0
127680,1165,2077,4877,0,0.0,1.0,11,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,293,1
36747,1275,1202,4721,0,0.0,1.0,7,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,109,0
2768,426,775,3631,0,0.0,1.0,14,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,85,0
4731,508,536,73,3,1.0,1.0,13,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,309,0
283,35,117,532,0,0.0,1.0,13,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,212,0
709,0,52,466,0,0.0,1.0,15,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,35,0
4586,265,1148,1430,0,0.0,1.0,14,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,279,0
2898,195,579,190,2,2.0,1.0,11,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,247,0
6754,611,882,229,6,0.8571428571428571,1.0,10,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,286,0
142560,13145,12309,1240,0,0.0,1.0,8,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,168,0
9878,233,175,318,0,0.0,1.0,15,1,0,0,0,0,1,0,2,0,0,1,1,0,0,1,1,0,215,1
1482,137,440,1049,0,0.0,1.0,9,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,96,0
7790,39232,104,1616,1,2.0,1.0,11,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,132,0
466,115,390,1359,0,0.0,1.0,8,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,161,0
11899,2387,2783,1617,0,0.0,1.0,8,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,287,0
426,39,193,773,0,0.0,1.0,10,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,92,0
1231,411,949,346,0,0.0,1.0,11,1,0,0,0,1,1,0,2,0,0,1,1,0,1,0,0,0,136,0
600,4,51,308,0,0.0,1.0,11,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,259,1
18880,395,820,4066,0,0.0,1.0,6,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,68,0
33,0,17,249,0,0.0,1.0,12,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,169,0
98083,7994,6618,2614,1,2.6666666666666665,1.0,12,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,155,0
20046,9902,9097,1109,2,2.0,1.0,12,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,149,0
2537,143,578,3825,0,0.0,1.0,11,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,142,0
16262,590,784,200,0,0.0,1.0,8,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,189,0
7179,90,238,1171,0,0.0,1.0,13,1,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,0,52,0
4602,98,225,93,1,0.16666666666666666,1.0,14,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,70,0
10487,2885,2884,168,1,2.4444444444444446,1.0,11,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,96,0
10487,2885,2884,168,0,2.4444444444444446,1.0,11,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,124,0
7513,135,245,127,0,0.0,1.0,12,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,153,1
72662,28177,20151,1344,7,2.125,1.0,13,1,0,0,0,1,1,0,2,0,0,1,1,0,1,1,1,0,308,1
51368,84396,203,1193,1,1.5,1.0,14,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,102,0
11662,82,96,4629,0,0.5,1.0,7,1,0,0,0,1,1,0,2,0,0,1,1,0,1,0,0,0,265,0
4820,30,90,2325,1,1.0,1.0,11,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,112,0
751,44,146,2855,0,0.0,1.0,13,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,264,0
101829,2364,2327,854,0,1.3333333333333333,1.0,12,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,242,0
266,64,5,282,0,0.0,1.0,14,1,0,0,0,0,0,0,2,0,0,1,1,0,0,1,1,0,206,0
2162,55,262,193,0,0.0,1.0,15,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,117,0
103743,2491,4566,5020,0,0.0,1.0,9,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,80,0
8490,186,440,467,1,1.0,1.0,13,1,0,0,0,0,1,0,2,0,0,1,1,0,0,1,0,1,75,0
5166,51,164,304,0,0.0,1.0,13,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,172,0
3110,119,673,3991,0,0.0,1.0,12,1,0,0,0,1,1,0,2,0,0,1,0,0,1,0,0,0,204,0
1540,37,314,2127,0,0.0,1.0,12,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,192,0
71801,2829,3344,5074,0,0.0,1.0,6,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,271,1
71801,2829,3344,5074,0,0.0,1.0,6,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,174,1
9641,201,485,1943,0,0.0,1.0,12,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,80,0
25,1,21,454,0,0.0,1.0,14,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,163,0
71801,2829,3344,5074,0,0.0,1.0,6,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,63,0
11911,445,403,478,0,0.0,1.0,8,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,34,0
88641,11501,1455,3107,2,2.0,1.0,14,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,73,0
625,24,294,4132,0,0.0,1.0,13,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,94,0
10862,13812,13932,3796,1,2.0,1.0,9,1,0,0,0,1,1,0,2,0,0,1,1,0,1,0,0,0,150,0
3343,115,50,3920,0,0.0,1.0,9,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,169,0
63385,295,313,1979,0,0.0,1.0,8,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,94,1
22643,354,42,1170,0,0.0,1.0,8,1,0,0,0,1,1,0,2,0,0,1,0,0,1,0,1,0,280,1
4450,483,102,82,2,1.0,1.0,12,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,152,0
5533,110,25,275,0,0.0,1.0,11,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,222,1
37452,7174,3758,3325,1,0.6666666666666666,1.0,7,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,141,0
3683,12,7,125,0,0.0,1.0,12,1,0,0,0,0,1,0,2,0,0,1,1,0,1,0,0,0,260,0
83414,6251,6519,430,0,0.0,1.0,13,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,106,1
37360,853,67,1547,0,0.0,1.0,14,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,120,0
11467,5239,3237,286,3,1.75,1.0,15,1,0,0,0,0,1,0,2,0,0,1,1,0,1,0,0,0,111,0
379,4,22,1874,0,0.0,1.0,13,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,297,0
3249,222,261,128,0,0.0,1.0,13,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,184,0
2291,56,104,440,0,0.0,1.0,15,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,212,0
320,39,118,41,0,0.5,1.0,13,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,126,0
10190,164,175,753,0,0.0,1.0,6,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,59,0
5166,51,164,304,0,0.0,1.0,13,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,288,0
4426,3695,3922,563,1,1.0,1.0,11,1,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,130,0
1700,128,323,229,0,0.0,1.0,9,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,37,1
30076,186,0,4120,0,0.0,1.0,9,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,283,0
3486,13,73,1872,0,0.0,1.0,13,1,0,0,0,0,1,0,2,0,0,1,1,0,1,1,0,0,67,0
1637,12,74,1807,0,0.0,1.0,10,1,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,1,70,0
22493,667,627,984,0,0.0,1.0,10,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,115,1
20442,264,1374,89,1,1.0,1.0,9,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,43,0
3759,252,284,2229,1,1.0,1.0,12,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,228,0
1345,35,150,895,0,0.0,1.0,9,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,39,0
5277,157,4791,44,0,0.0,1.0,9,1,0,0,0,0,1,0,2,0,0,1,1,1,0,1,0,0,303,1
23613,57,139,4187,0,0.1111111111111111,1.0,12,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,181,0
5277,157,4791,44,0,0.0,1.0,9,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,134,1
139,48,57,3555,0,0.0,1.0,9,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,92,0
5277,157,4791,44,0,0.0,1.0,9,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,211,1
320,39,118,41,1,0.5,1.0,13,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,165,0
5277,157,4791,44,0,0.0,1.0,9,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,93,1
1322,3,54,1426,0,0.0,1.0,13,1,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,0,295,0
5277,157,4791,44,0,0.0,1.0,9,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,100,1
53543,2368,2583,1173,0,0.0,1.0,8,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,210,1
1873,367,620,719,0,0.0,1.0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,268,1
43491,600,428,4819,0,0.0,1.0,5,0,0,0,0,1,1,0,2,0,0,1,0,0,1,0,0,0,112,0
2107,2616,4987,596,0,1.75,1.0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,71,0
69858,6324,5282,2398,0,0.0,1.0,14,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,101,1
516,390,519,213,0,0.0,1.0,13,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,269,1
8768,139,438,2241,0,0.0,1.0,7,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,138,0
49389,2323,1652,2158,0,0.25,1.0,14,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,289,0
3655,52,59,331,0,0.0,1.0,8,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,278,1
3104,5,38,216,0,0.0,1.0,8,0,0,0,0,0,1,0,2,0,0,1,1,0,0,1,0,0,273,0
23762,7,8,167,0,0.0,1.0,13,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,125,0
23762,7,8,167,0,0.0,1.0,13,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,105,0
1910,118,373,2874,0,0.0,1.0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,275,1
12712,151,161,3460,0,0.0,1.0,14,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,216,1
5357,48,234,3321,0,0.0,1.0,9,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,88,0
18625,4,41,2766,0,0.0,1.0,10,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,96,0
18625,4,41,2766,0,0.0,1.0,10,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,108,0
18625,4,41,2766,0,0.0,1.0,10,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,82,0
18625,4,41,2766,0,0.0,1.0,10,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,92,0
18625,4,41,2766,0,0.0,1.0,10,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,76,0
18625,4,41,2766,0,0.0,1.0,10,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,145,0
18936,376,31,1612,0,0.0,1.0,12,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,280,0
4320,166,113,393,0,0.4827586206896552,1.0,15,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,289,0
7142,431,679,678,0,0.0,1.0,15,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,270,0
3795,3803,4206,810,0,0.0,1.0,10,0,0,0,0,1,1,0,2,0,0,1,1,0,1,1,0,0,260,1
237445,2180,1843,3573,0,0.0,1.0,8,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,91,1
54994,60107,733,5075,0,0.0,1.0,5,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,300,0
348,271,554,128,0,0.0,1.0,6,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,199,1
24622,165,277,2891,0,0.0,1.0,10,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,162,0
24622,165,277,2891,0,0.0,1.0,10,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,160,0
24622,165,277,2891,0,0.0,1.0,10,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,168,0
24622,165,277,2891,0,0.0,1.0,10,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,158,0
3348,231,802,70,0,0.0,1.0,7,0,0,0,0,1,1,0,2,0,0,1,1,0,0,1,0,0,260,1
7142,431,679,678,0,0.0,1.0,15,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,99,0
1471,55,419,199,0,0.0,1.0,12,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,112,1
27068,70,111,170,0,0.0,1.0,9,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,202,0
27068,70,111,170,0,0.0,1.0,9,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,189,0
9562,2857,2867,168,1,2.4444444444444446,1.0,11,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,182,0
9717,293,539,1855,0,0.0,1.0,12,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,296,1
8,0,31,605,0,0.0,1.0,13,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,153,0
61100,13005,13969,2943,0,0.0,1.0,7,0,0,0,0,1,1,0,2,0,0,1,1,0,0,1,1,0,238,1
21355,12,37,2793,0,0.0,1.25,15,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,119,0
21355,12,37,2793,0,0.0,1.25,15,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,165,0
21355,12,37,2793,0,0.0,1.25,15,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,177,0
10901,158,188,4145,0,0.0,1.0,9,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,274,0
27068,70,111,170,0,0.0,1.0,9,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,237,0
27068,70,111,170,0,0.0,1.0,9,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,236,0
27068,70,111,170,0,0.0,1.0,9,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,184,0
3104,5,38,216,0,0.0,1.0,8,0,0,0,0,0,1,0,2,0,0,1,1,0,0,1,0,0,273,0
27068,70,111,170,0,0.0,1.0,9,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,157,0
4157,184,128,193,0,0.0,1.0,10,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,236,1
12387,7214,3337,699,0,0.0,1.0,11,0,0,0,0,1,1,0,2,0,0,1,1,0,0,1,1,0,270,1
24792,3322,3442,905,0,0.0,1.0,11,0,0,0,0,1,0,0,2,0,0,1,1,0,1,1,1,0,259,0
4320,166,113,393,1,0.4827586206896552,1.0,15,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,290,0
27459,9576,9242,982,0,0.25,1.0,7,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,189,1
38894,2250,2454,332,0,0.0,1.0,10,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,96,1
25007,310,968,5083,0,0.0,1.0,8,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,263,0
359,1,1,182,0,0.0,1.0,13,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,228,0
27320,475,1376,2750,0,0.0,1.0,15,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,221,1
3104,5,38,216,0,0.0,1.0,8,0,0,0,0,0,1,0,2,0,0,1,1,0,0,1,0,0,273,0
4590,2638,890,46,0,0.0,1.0,12,0,0,0,0,0,1,0,2,0,0,1,1,0,1,1,1,0,261,1
10355,191,540,4078,0,0.0,1.0,15,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,112,1
4590,2638,890,46,0,0.0,1.0,12,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,272,1
136,2,9,594,0,0.0,1.0,14,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,58,0
19535,445,173,422,0,0.08333333333333333,1.0,10,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,75,1
3104,5,38,216,0,0.0,1.0,8,0,0,0,0,0,1,0,2,0,0,1,1,0,0,1,0,0,273,0
14247,5558,4804,955,0,0.0,1.0,8,0,0,0,0,1,0,0,2,0,0,1,1,0,0,1,1,0,176,0
131983,5758,5618,968,0,0.0,1.0,8,0,0,0,0,0,1,0,2,0,0,1,1,0,1,1,1,0,244,1
131983,5758,5618,968,0,0.0,1.0,8,0,0,0,0,1,1,0,2,0,0,1,1,0,1,1,1,0,307,1
40262,2210,2436,848,0,0.0,1.0,8,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,307,1
4320,166,113,393,1,0.4827586206896552,1.0,15,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,305,0
24477,65,125,145,0,0.15384615384615385,1.0384615384615385,13,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,183,0
24477,65,125,145,0,0.15384615384615385,1.0384615384615385,13,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,164,0
35304,1253,1177,4721,0,0.0,1.0,7,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,312,1
24477,65,125,145,0,0.15384615384615385,1.0384615384615385,13,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,223,0
24477,65,125,145,0,0.15384615384615385,1.0384615384615385,13,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,195,0
24477,65,125,145,0,0.15384615384615385,1.0384615384615385,13,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,174,0
24477,65,125,145,0,0.15384615384615385,1.0384615384615385,13,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,104,0
24477,65,125,145,0,0.15384615384615385,1.0384615384615385,13,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,181,0
24477,65,125,145,0,0.15384615384615385,1.0384615384615385,13,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,174,0
97884,2759,673,5044,0,0.0,1.0,6,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,166,1
56753,704,3456,1300,0,0.0,1.0,9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,102,1
98840,1912,576,4703,0,0.0,1.0,7,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,259,1
568,16,40,5055,0,0.0,1.0,13,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,231,0
79619,1173,1615,3869,0,0.0,1.0,12,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,283,1
20769,67,51,310,0,0.0,1.0,11,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,271,0
18625,4,41,2766,0,0.0,1.0,10,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,96,0
18625,4,41,2766,0,0.0,1.0,10,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,99,0
18625,4,41,2766,0,0.0,1.0,10,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,103,0
24477,65,125,145,0,0.15384615384615385,1.0384615384615385,13,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,151,0
11271,233,433,243,0,0.0,1.0,8,0,0,0,0,1,0,0,2,0,0,1,1,0,0,1,1,0,218,1
993,63,45,331,0,0.0,1.0,12,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,167,0
38894,2250,2454,332,0,0.0,1.0,10,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,93,1
24477,65,125,145,0,0.15384615384615385,1.0384615384615385,13,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,165,0
24477,65,125,145,0,0.15384615384615385,1.0384615384615385,13,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,158,0
1300,21,50,231,0,0.0,1.0,11,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,1,1,100,0
6379,2174,1893,3880,0,0.0,1.0,13,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,249,1
7675,161,203,4877,0,0.0,1.0,10,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,174,0
38894,2250,2454,332,0,0.0,1.0,10,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,112,1
